STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
488250,99999, 20160915,   86.4, 8,   79.2, 8, 1006.1, 8, 1005.2, 8,   8.5, 8,   2.7, 5,   3.9, 999.9,   93.6 ,  77.9 , 0.00G,999.9, 000000,
488250,99999, 20160916,   86.0, 8,   76.4, 8, 1006.6, 8, 1005.7, 8,   5.7, 8,   3.9, 5,   3.9, 999.9,   94.1 ,  80.6*, 0.00G,999.9, 000000,
488250,99999, 20160917,   83.8, 8,   77.5, 8, 1007.3, 8, 1006.4, 8,   5.7, 8,   3.4, 4,   3.9, 999.9,   91.9 ,  79.7*, 0.04G,999.9, 010000,
488250,99999, 20160918,   85.1, 8,   77.9, 8, 1007.9, 8, 1007.0, 8,   5.7, 8, 999.9, 0, 999.9, 999.9,   92.3 ,  79.3 , 0.00G,999.9, 000000,
488250,99999, 20160919,   85.4, 8,   75.1, 8, 1008.5, 8, 1007.6, 8,   6.2, 8,   2.5, 7,   3.9, 999.9,   94.1*,  79.3*, 0.12A,999.9, 000000,
488250,99999, 20160920,   84.2, 8,   69.6, 8, 1011.8, 8, 1010.9, 8,   5.7, 8,   2.4, 8,   5.8, 999.9,   90.0*,  78.4 , 0.12F,999.9, 010000,
488250,99999, 20160921,   84.5, 8,   70.5, 8, 1013.9, 8, 1013.0, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   90.5*,  78.8*, 0.00I,999.9, 000000,
488250,99999, 20160922,   84.4, 8,   71.0, 8, 1012.0, 8, 1011.1, 8,   6.2, 8,   1.7, 8,   5.8, 999.9,   90.5*,  77.0 , 0.00I,999.9, 000000,
488250,99999, 20160923,   82.4, 8,   73.2, 8, 1009.7, 8, 1008.8, 8,   6.2, 8,   2.4, 8,   3.9, 999.9,   88.9*,  78.1 ,99.99 ,999.9, 010000,
488250,99999, 20160924,   78.9, 8,   76.5, 8, 1008.9, 8, 1008.0, 8,   5.3, 8,   1.2, 8,   3.9, 999.9,   83.5 ,  76.8 , 1.63G,999.9, 010000,
488250,99999, 20160925,   81.1, 8,   75.1, 8, 1009.0, 8, 1008.1, 8,   6.2, 8,   1.4, 7,   3.9, 999.9,   88.0*,  76.5*, 0.00G,999.9, 000000,
488250,99999, 20160926,   84.9, 8,   75.7, 8, 1007.8, 8, 1006.9, 8,  11.7, 8,   3.2, 8,   3.9, 999.9,   92.3*,  75.6 , 0.00I,999.9, 000000,
488250,99999, 20160927,   87.3, 8,   77.0, 8, 1006.1, 8, 1005.2, 8,   7.0, 8,   1.6, 6,   3.9, 999.9,   95.9 ,  80.6*, 0.00G,999.9, 000000,
488250,99999, 20160928,   86.8, 8,   76.5, 8, 1005.4, 8, 1004.5, 8,   7.0, 8,   2.9, 8,   5.8, 999.9,   95.4*,  81.9*, 0.00I,999.9, 000000,
488250,99999, 20160929,   87.6, 8,   73.4, 8, 1006.1, 8, 1005.2, 8,   7.8, 8,   1.7, 8,   3.9, 999.9,   94.3*,  81.5 , 0.00I,999.9, 000000,
488250,99999, 20160930,   82.1, 8,   72.7, 8, 1008.1, 8, 1007.2, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   88.7*,  74.3 , 0.53G,999.9, 010000,
488250,99999, 20161001,   82.2, 8,   71.0, 8, 1010.3, 8, 1009.4, 8,   6.2, 8,   2.2, 7,   3.9, 999.9,   90.3 ,  76.1*, 0.01G,999.9, 000000,
488250,99999, 20161002,   82.6, 8,   70.2, 8, 1009.7, 8, 1008.8, 8,   6.2, 8, 999.9, 0, 999.9, 999.9,   89.6 ,  75.2 , 0.00G,999.9, 000000,
488250,99999, 20161003,   84.8, 8,   72.2, 8, 1008.3, 8, 1007.4, 8,   5.7, 8,   1.4, 7,   3.9, 999.9,   90.0*,  75.6 , 0.00I,999.9, 000000,
488250,99999, 20161004,   84.8, 8,   74.9, 8, 1007.7, 8, 1006.8, 8,   6.2, 8,   2.9, 8,   5.8, 999.9,   90.9*,  79.7*, 0.00I,999.9, 000000,
488250,99999, 20161005,   81.3, 8,   75.8, 8, 1009.0, 8, 1008.1, 8,   5.7, 8,   1.7, 8,   5.8, 999.9,   85.3*,  77.9*, 0.51G,999.9, 010010,
488250,99999, 20161006,   83.2, 8,   68.9, 8, 1009.7, 8, 1008.8, 8,   7.3, 8,   1.7, 8,   3.9, 999.9,   91.4*,  76.1*, 0.00G,999.9, 000000,
488250,99999, 20161007,   83.1, 8,   71.0, 8, 1009.2, 8, 1008.3, 8,   5.3, 8,   1.7, 8,   3.9, 999.9,   92.3*,  75.6 , 0.00I,999.9, 000000,
488250,99999, 20161008,   84.4, 8,   72.2, 8, 1009.5, 8, 1008.6, 8,   7.3, 8,   1.9, 8,   5.8, 999.9,   92.7*,  76.5 , 0.00I,999.9, 000000,
488250,99999, 20161009,   84.5, 8,   71.7, 8, 1009.3, 8, 1008.4, 8,   6.2, 8,   2.4, 8,   5.8, 999.9,   91.4*,  79.3 , 0.00I,999.9, 000000,
488250,99999, 20161010,   83.1, 8,   73.2, 8, 1009.6, 8, 1008.8, 8,   6.2, 8,   2.2, 8,   5.8, 999.9,   88.7*,  77.4*, 0.00I,999.9, 000000,
488250,99999, 20161011,   83.7, 8,   72.1, 8, 1010.4, 8, 1009.5, 8,   5.7, 8,   1.9, 7,   3.9, 999.9,   89.6*,  77.0 , 0.00I,999.9, 000000,
488250,99999, 20161012,   84.7, 8,   67.6, 8, 1011.7, 8, 1010.8, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   89.2*,  79.2 , 0.00I,999.9, 000000,
488250,99999, 20161013,   76.5, 8,   69.4, 8, 1013.1, 8, 1012.2, 8,   6.2, 8,   4.9, 8,   5.8, 999.9,   80.1*,  74.5*, 0.00G,999.9, 000000,
488250,99999, 20161014,   77.0, 8,   70.4, 8, 1011.8, 8, 1010.9, 8,   6.2, 8,   3.6, 7,   3.9, 999.9,   81.3*,  74.3 , 0.00G,999.9, 010000,
488250,99999, 20161015,   75.3, 8,   71.7, 8, 1012.3, 8, 1011.4, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   76.5*,  73.9 , 0.20G,999.9, 010000,
488250,99999, 20161016,   82.0, 8,   72.1, 8, 1011.7, 8, 1010.8, 8,   5.7, 8,   2.6, 6,   3.9, 999.9,   91.8 ,  75.0 , 0.00G,999.9, 000000,
488250,99999, 20161017,   84.1, 8,   67.8, 8, 1008.9, 8, 1008.0, 8,   5.7, 8,   3.6, 8,   5.8, 999.9,   91.4*,  76.1 , 0.00I,999.9, 000000,
488250,99999, 20161018,   84.0, 8,   66.5, 8, 1005.7, 8, 1004.8, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   88.7*,  76.1 , 0.00I,999.9, 000000,
488250,99999, 20161019,   80.5, 8,   66.8, 8, 1003.9, 8, 1003.0, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   84.2*,  76.1*, 0.00G,999.9, 010000,
488250,99999, 20161020,   83.2, 8,   71.3, 8, 1004.3, 8, 1003.4, 8,   9.3, 8,   2.9, 8,   5.8, 999.9,   91.8*,  74.8 , 0.00G,999.9, 000000,
488250,99999, 20161021,   84.9, 8,   73.2, 8, 1004.8, 8, 1003.9, 8,   7.8, 8,   1.2, 8,   3.9, 999.9,   92.3*,  78.1 , 0.00I,999.9, 000000,
488250,99999, 20161022,   84.3, 8,   76.2, 8, 1007.2, 8, 1006.3, 8,   5.3, 8,   2.5, 7,   3.9, 999.9,   91.8 ,  79.9*, 0.00G,999.9, 000000,
488250,99999, 20161023,   83.5, 8,   75.7, 8, 1008.1, 8, 1007.2, 8,   5.7, 8,   3.9, 7,   5.8, 999.9,   91.0 ,  79.3 , 0.00G,999.9, 000000,
488250,99999, 20161024,   82.4, 7,   75.3, 7, 1009.2, 7, 1008.3, 7,   7.1, 7,   2.8, 7,   3.9, 999.9,   89.6*,  77.9 , 0.00I,999.9, 000000,
488250,99999, 20161025,   78.9, 8,   75.3, 8, 1011.0, 8, 1010.2, 8,   6.2, 8,   1.1, 7,   3.9, 999.9,   85.1 ,  76.3 , 0.11G,999.9, 010000,
488250,99999, 20161026,   81.4, 8,   76.4, 8, 1013.8, 8, 1012.9, 8,   5.7, 8,   2.9, 8,   3.9, 999.9,   88.7*,  76.3 , 0.20G,999.9, 010000,
488250,99999, 20161027,   82.3, 8,   73.9, 8, 1014.5, 8, 1013.6, 8,   5.7, 8,   3.4, 8,   3.9, 999.9,   89.8*,  77.0 , 0.00G,999.9, 000000,
488250,99999, 20161028,   83.0, 8,   73.0, 8, 1013.9, 8, 1013.0, 8,  11.7, 8,   2.9, 8,   3.9, 999.9,   89.6*,  76.3 , 0.00I,999.9, 000000,
488250,99999, 20161029,   81.3, 8,   69.7, 8, 1016.2, 8, 1015.3, 8,   7.3, 8,   4.1, 8,   5.8, 999.9,   91.0 ,  73.9*, 0.08G,999.9, 010000,
488250,99999, 20161030,   70.6, 8,   65.1, 8, 1019.6, 8, 1018.7, 8,   5.7, 8,   4.1, 8,   5.8, 999.9,   74.7 ,  68.0*, 0.16G,999.9, 010000,
488250,99999, 20161031,   71.6, 8,   67.7, 8, 1019.4, 8, 1018.6, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   73.0*,  67.1 , 0.31G,999.9, 010000,
488250,99999, 20161101,   71.7, 8,   63.9, 8, 1020.5, 8, 1019.6, 8,   6.2, 8,   4.2, 7,   5.8, 999.9,   73.8 ,  69.6 , 0.00G,999.9, 000000,
488250,99999, 20161102,   71.9, 8,   61.0, 8, 1021.4, 8, 1020.5, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   74.5*,  69.8*, 0.00I,999.9, 000000,
488250,99999, 20161103,   72.4, 8,   62.2, 8, 1018.6, 8, 1017.7, 8,   6.2, 8,   2.2, 7,   5.8, 999.9,   79.2*,  66.6*, 0.00I,999.9, 000000,
488250,99999, 20161104,   73.7, 8,   63.6, 8, 1013.7, 8, 1012.8, 8,   6.2, 8,   0.0, 8, 999.9, 999.9,   81.9*,  65.5 , 0.00I,999.9, 000000,
488250,99999, 20161105,   76.6, 8,   67.4, 8, 1010.7, 8, 1009.8, 8,   9.3, 8,   1.7, 8,   3.9, 999.9,   84.4*,  67.6 , 0.00I,999.9, 000000,
488250,99999, 20161106,   77.8, 8,   71.6, 8, 1013.0, 8, 1012.1, 8,   5.7, 8,   2.5, 7,   3.9, 999.9,   81.9*,  71.4 , 0.00I,999.9, 000000,
488250,99999, 20161107,   77.5, 8,   74.3, 8, 1014.6, 8, 1013.7, 8,   6.2, 8,   0.6, 7,   3.9, 999.9,   79.2*,  75.9*, 0.01G,999.9, 010000,
488250,99999, 20161108,   71.2, 8,   65.2, 8, 1017.6, 8, 1016.7, 8,   5.7, 8,   4.6, 8,   7.8, 999.9,   82.4 ,  61.7*, 0.09G,999.9, 010000,
488250,99999, 20161109,   62.5, 8,   55.9, 8, 1021.6, 8, 1020.7, 8,   6.2, 8,   4.1, 8,   5.8, 999.9,   63.5*,  60.6*, 0.20G,999.9, 010000,
488250,99999, 20161110,   61.2, 6,   56.1, 6, 1021.4, 6, 1020.5, 6,   6.2, 6,   2.9, 6,   5.8, 999.9,   62.6*,  57.6 , 0.17G,999.9, 010000,
488250,99999, 20161111,   67.6, 8,   58.1, 8, 1017.5, 8, 1016.7, 8,   8.1, 8,   1.5, 8,   3.9, 999.9,   71.1*,  59.9 , 0.00G,999.9, 000000,
488250,99999, 20161112,   72.6, 8,   66.7, 8, 1015.5, 8, 1014.6, 8,   5.7, 8,   0.8, 5,   1.9, 999.9,   76.3 ,  65.7 , 0.00G,999.9, 000000,
488250,99999, 20161113,   75.8, 8,   70.1, 8, 1013.5, 8, 1012.6, 8,   5.6, 8,   4.7, 5,   5.8, 999.9,   85.1*,  69.1 , 0.00G,999.9, 000000,
488250,99999, 20161114,   79.5, 8,   73.2, 8, 1013.6, 8, 1012.7, 8,   5.7, 8,   3.6, 7,   5.8, 999.9,   86.5 ,  72.7 , 0.00G,999.9, 000000,
488250,99999, 20161115,   79.6, 8,   73.0, 8, 1014.7, 8, 1013.8, 8,   5.3, 8,   4.1, 8,   5.8, 999.9,   87.1*,  73.8*, 0.00I,999.9, 000000,
488250,99999, 20161116,   78.8, 8,   71.4, 8, 1015.2, 8, 1014.3, 8,   9.2, 8,   3.4, 8,   5.8, 999.9,   86.4*,  72.9 , 0.00I,999.9, 000000,
488250,99999, 20161117,   78.6, 8,   71.8, 8, 1014.2, 8, 1013.3, 8,   8.1, 8,   1.5, 8,   3.9, 999.9,   86.0*,  72.9 , 0.00I,999.9, 000000,
488250,99999, 20161118,   78.8, 8,   71.1, 8, 1012.0, 8, 1011.1, 8,   5.7, 8,   1.9, 8,   3.9, 999.9,   85.3*,  72.0 , 0.00I,999.9, 000000,
488250,99999, 20161119,   79.8, 8,   73.5, 8, 1011.0, 8, 1010.1, 8,   6.2, 8,   2.6, 6,   3.9, 999.9,   86.0*,  73.6*, 0.00I,999.9, 000000,
488250,99999, 20161120,   81.0, 8,   73.4, 8, 1010.5, 8, 1009.6, 8,   5.7, 8,   2.2, 8,   3.9, 999.9,   88.2*,  72.9 , 0.00I,999.9, 000000,
488250,99999, 20161121,   81.2, 8,   73.9, 8, 1009.8, 8, 1008.9, 8,   5.7, 8,   3.2, 8,   5.8, 999.9,   87.8*,  76.3 , 0.00I,999.9, 000000,
488250,99999, 20161122,   81.6, 8,   74.3, 8, 1010.7, 8, 1009.8, 8,   8.9, 8,   1.7, 7,   3.9, 999.9,   87.3*,  76.1 , 0.00I,999.9, 000000,
488250,99999, 20161123,   77.9, 7,   66.8, 7, 1014.5, 7, 1013.6, 7,   6.2, 7,   5.0, 7,   9.7, 999.9,   87.3*,  66.6*, 0.00I,999.9, 000000,
488250,99999, 20161124,   64.7, 8,   53.6, 8, 1017.6, 8, 1016.8, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   66.2 ,  63.5*, 0.00G,999.9, 000000,
488250,99999, 20161125,   65.5, 8,   56.8, 8, 1016.0, 8, 1015.1, 8,   6.2, 8,   3.6, 7,   5.8, 999.9,   69.1*,  62.1*, 0.00I,999.9, 000000,
488250,99999, 20161126,   65.6, 8,   52.4, 8, 1019.4, 8, 1018.5, 8,   6.2, 8,   3.4, 8,   7.8, 999.9,   69.8*,  61.2 , 0.00I,999.9, 000000,
488250,99999, 20161127,   66.9, 8,   51.5, 8, 1018.2, 8, 1017.3, 8,   7.0, 8,   1.9, 8,   3.9, 999.9,   75.6*,  58.5*, 0.00I,999.9, 000000,
488250,99999, 20161128,   66.0, 8,   52.7, 8, 1020.5, 8, 1019.6, 8,  10.1, 8,   3.3, 7,   3.9, 999.9,   74.5*,  55.9 , 0.00I,999.9, 000000,
488250,99999, 20161129,   68.7, 8,   54.0, 8, 1022.4, 8, 1021.5, 8,   6.2, 8,   2.9, 8,   3.9, 999.9,   71.6*,  59.2 , 0.00I,999.9, 000000,
488250,99999, 20161130,   69.0, 8,   50.5, 8, 1024.1, 8, 1023.1, 8,   6.2, 8,   5.1, 8,   5.8, 999.9,   73.8*,  63.1*, 0.00I,999.9, 000000,
488250,99999, 20161201,   69.1, 6,   54.9, 6, 1023.0, 6, 1022.1, 6,   9.3, 6,   3.9, 4,   7.8, 999.9,   74.3*,  61.3 , 0.00I,999.9, 000000,
488250,99999, 20161202,   70.3, 8,   54.6, 8, 1021.4, 8, 1020.5, 8,   8.5, 8, 999.9, 0, 999.9, 999.9,   77.9 ,  65.7 , 0.00G,999.9, 000000,
488250,99999, 20161203,   71.7, 8,   61.0, 8, 1020.2, 8, 1019.3, 8,   5.3, 8,   1.9, 7,   3.9, 999.9,   76.5*,  64.0 , 0.00I,999.9, 000000,
488250,99999, 20161204,   72.4, 8,   62.9, 8, 1018.1, 8, 1017.2, 8,   5.7, 8,   1.4, 7,   3.9, 999.9,   78.8*,  66.7 , 0.00I,999.9, 000000,
488250,99999, 20161205,   73.6, 7,   65.9, 7, 1019.5, 7, 1018.6, 7,   5.7, 7,   2.5, 7,   3.9, 999.9,   80.6*,  67.8 , 0.00I,999.9, 000000,
488250,99999, 20161206,   72.7, 8,   53.4, 8, 1020.5, 8, 1019.6, 8,   7.0, 8,   3.2, 6,   7.8, 999.9,   79.7 ,  61.9*, 0.00G,999.9, 000000,
488250,99999, 20161208,   68.0, 5,   56.8, 5, 1016.0, 5, 1015.1, 5,   7.5, 5,   1.9, 5,   5.8, 999.9,   78.8*,  61.2 , 0.00I,999.9, 000000,
488250,99999, 20161209,   69.3, 8,   59.1, 8, 1014.4, 8, 1013.5, 8,   7.3, 8,   1.1, 7,   3.9, 999.9,   78.8*,  59.7 , 0.00I,999.9, 000000,
488250,99999, 20161213,   77.1, 6,   68.9, 6, 1013.1, 6, 1012.2, 6,   6.2, 6, 999.9, 0, 999.9, 999.9,   84.2 ,  73.4*, 0.00G,999.9, 000000,
488250,99999, 20161214,   69.5, 8,   58.3, 8, 1018.3, 8, 1017.4, 8,   6.2, 8,   5.3, 8,   5.8, 999.9,   73.9 ,  64.9*, 0.00G,999.9, 000000,
488250,99999, 20161215,   61.7, 8,   54.2, 8, 1024.0, 8, 1023.1, 8,   6.2, 8,   4.6, 8,   5.8, 999.9,   63.9 ,  59.4*, 0.10G,999.9, 010000,
488250,99999, 20161216,   63.9, 8,   47.9, 8, 1024.8, 8, 1023.9, 8,   6.2, 8,   2.9, 4,   3.9, 999.9,   68.5 ,  59.9*, 0.00G,999.9, 000000,
488250,99999, 20161217,   66.1, 8,   52.1, 8, 1020.6, 8, 1019.7, 8,   7.8, 8,   3.9, 5,   5.8, 999.9,   72.3 ,  59.0 , 0.00G,999.9, 000000,
488250,99999, 20161218,   67.7, 8,   62.0, 8, 1018.5, 8, 1017.6, 8,   3.9, 8,   2.4, 4,   3.9, 999.9,   72.1 ,  62.1 , 0.00G,999.9, 000000,
488250,99999, 20161219,   71.9, 8,   67.8, 8, 1015.4, 8, 1014.5, 8,   5.3, 8,   3.1, 5,   3.9, 999.9,   77.9 ,  64.0 , 0.00G,999.9, 000000,
488250,99999, 20161220,   74.3, 8,   70.3, 8, 1013.8, 8, 1012.9, 8,   7.0, 8,   5.1, 8,   5.8, 999.9,   79.2*,  69.8 , 0.00I,999.9, 000000,
488250,99999, 20161221,   75.9, 8,   70.4, 8, 1015.6, 8, 1014.7, 8,   7.3, 8,   4.4, 8,   5.8, 999.9,   83.7*,  71.1*, 0.00I,999.9, 000000,
488250,99999, 20161222,   69.5, 8,   58.4, 8, 1018.5, 8, 1017.6, 8,   6.2, 8,   4.6, 8,   7.8, 999.9,   72.7*,  65.3*, 0.03G,999.9, 010000,
488250,99999, 20161223,   71.3, 8,   59.3, 8, 1017.0, 8, 1016.1, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   77.0*,  64.4 , 0.00G,999.9, 000000,
488250,99999, 20161224,   71.7, 8,   66.9, 8, 1015.4, 8, 1014.5, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   74.3*,  67.1 , 0.00G,999.9, 010000,
488250,99999, 20161225,   74.0, 8,   69.6, 8, 1014.2, 8, 1013.3, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   78.8*,  70.0 , 0.00G,999.9, 000000,
488250,99999, 20161226,   73.5, 8,   65.0, 8, 1017.1, 8, 1016.2, 8,   8.5, 8,   3.6, 8,   5.8, 999.9,   83.3*,  64.8*, 0.00A,999.9, 010000,
488250,99999, 20161227,   65.3, 8,   47.3, 8, 1022.2, 8, 1021.3, 8,   6.2, 8,   4.1, 8,   7.8, 999.9,   70.5 ,  59.9*, 0.13G,999.9, 000000,
488250,99999, 20161228,   62.4, 8,   47.8, 8, 1022.9, 8, 1022.0, 8,   6.2, 8,   1.7, 8,   3.9, 999.9,   70.2*,  56.3*, 0.00G,999.9, 000000,
488250,99999, 20161229,   63.7, 8,   48.6, 8, 1024.0, 8, 1023.1, 8,   6.2, 8,   2.2, 7,   5.8, 999.9,   71.6*,  54.7 , 0.00I,999.9, 000000,
488250,99999, 20161230,   67.5, 8,   48.8, 8, 1023.1, 8, 1022.2, 8,   8.1, 8,   2.4, 8,   5.8, 999.9,   77.4*,  56.3 , 0.00I,999.9, 000000,
488250,99999, 20161231,   67.1, 8,   55.2, 8, 1021.7, 8, 1020.8, 8,   5.7, 8,   2.3, 6,   3.9, 999.9,   70.2*,  61.2 , 0.00I,999.9, 000000,
488250,99999, 20170101,   64.2, 8,   59.7, 8, 1020.9, 8, 1020.0, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   65.3*,  63.7 , 0.01G,999.9, 010000,
488250,99999, 20170102,   69.6, 8,   62.0, 8, 1019.8, 8, 1018.9, 8,   5.7, 8,   2.2, 7,   3.9, 999.9,   73.2*,  63.5 , 0.00G,999.9, 000000,
488250,99999, 20170103,   72.5, 8,   64.9, 8, 1018.1, 8, 1017.2, 8,   5.7, 8,   0.6, 7,   1.9, 999.9,   77.4*,  67.1*, 0.00G,999.9, 000000,
488250,99999, 20170104,   72.5, 8,   62.3, 8, 1016.7, 8, 1015.9, 8,   5.7, 8,   3.4, 8,   5.8, 999.9,   79.2*,  66.2 , 0.00I,999.9, 000000,
488250,99999, 20170105,   68.8, 8,   61.7, 8, 1015.9, 8, 1015.0, 8,   6.2, 8,   2.7, 8,   3.9, 999.9,   70.9*,  66.6*, 0.00I,999.9, 000000,
488250,99999, 20170106,   70.6, 8,   63.1, 8, 1014.0, 8, 1013.1, 8,   6.2, 8,   1.5, 8,   3.9, 999.9,   75.2*,  66.4 , 0.00I,999.9, 000000,
488250,99999, 20170109,   72.5, 6,   66.9, 6, 1013.2, 6, 1012.3, 6,   6.2, 6,   2.9, 6,   3.9, 999.9,   76.5*,  69.3*, 0.00A,999.9, 010000,
488250,99999, 20170110,   70.3, 8,   68.3, 8, 1013.7, 8, 1012.8, 8,   2.3, 8,   2.7, 8,   5.8, 999.9,   71.1*,  68.9 , 0.63G,999.9, 010000,
488250,99999, 20170111,   68.2, 8,   66.7, 8, 1012.9, 8, 1012.0, 8,   4.3, 8,   5.1, 8,   5.8, 999.9,   71.8*,  61.2*, 0.86G,999.9, 010000,
488250,99999, 20170112,   56.5, 8,   53.2, 8, 1016.3, 8, 1015.5, 8,   6.2, 8,   5.8, 8,   7.8, 999.9,   59.4 ,  53.8*, 1.51G,999.9, 010000,
488250,99999, 20170113,   59.5, 8,   51.4, 8, 1017.1, 8, 1016.2, 8,   6.2, 8,   5.1, 8,   7.8, 999.9,   63.0*,  53.2 , 0.30G,999.9, 000000,
488250,99999, 20170114,   61.5, 8,   55.0, 8, 1017.8, 8, 1016.8, 8,   6.2, 8,   1.5, 8,   3.9, 999.9,   63.9*,  57.4 , 0.00G,999.9, 000000,
488250,99999, 20170115,   62.3, 8,   55.5, 8, 1019.8, 8, 1018.9, 8,   6.2, 8,   2.4, 8,   3.9, 999.9,   66.6*,  59.4 , 0.00I,999.9, 000000,
488250,99999, 20170116,   61.4, 8,   59.0, 8, 1018.4, 8, 1017.5, 8,   4.0, 8,   3.2, 8,   3.9, 999.9,   63.9*,  57.2 , 0.00G,999.9, 010000,
488250,99999, 20170117,   61.9, 8,   57.2, 8, 1020.1, 8, 1019.2, 8,   5.7, 8,   3.9, 8,   5.8, 999.9,   63.7*,  60.1*, 0.02G,999.9, 010000,
488250,99999, 20170118,   64.5, 7,   60.5, 7, 1020.2, 7, 1019.3, 7,   7.1, 7,   0.6, 7,   1.9, 999.9,   66.6*,  59.7 , 0.00G,999.9, 000000,
488250,99999, 20170119,   65.7, 8,   62.3, 8, 1019.8, 8, 1019.0, 8,   3.4, 8,   2.2, 7,   3.9, 999.9,   68.0*,  63.5*, 0.00G,999.9, 010000,
488250,99999, 20170120,   63.8, 8,   55.0, 8, 1022.1, 8, 1021.1, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   65.7*,  62.2 , 0.00G,999.9, 000000,
488250,99999, 20170121,   59.9, 8,   53.9, 8, 1026.2, 8, 1025.3, 8,   6.2, 8,   2.5, 7,   3.9, 999.9,   61.9 ,  58.3*, 0.00G,999.9, 000000,
488250,99999, 20170122,   63.0, 8,   53.7, 8, 1025.2, 8, 1024.3, 8,   6.2, 8,   1.7, 8,   3.9, 999.9,   69.3*,  59.4 , 0.00I,999.9, 000000,
488250,99999, 20170123,   64.3, 8,   57.0, 8, 1023.8, 8, 1022.9, 8,   4.3, 8,   1.0, 8,   3.9, 999.9,   72.0*,  58.1 , 0.00I,999.9, 000000,
488250,99999, 20170124,   67.4, 8,   59.2, 8, 1023.5, 8, 1022.6, 8,   5.3, 8,   0.8, 7,   1.9, 999.9,   73.0*,  57.2 , 0.00I,999.9, 000000,
488250,99999, 20170125,   70.0, 8,   61.1, 8, 1024.0, 8, 1023.1, 8,   5.7, 8,   1.9, 8,   5.8, 999.9,   75.6*,  65.7*, 0.00I,999.9, 000000,
488250,99999, 20170126,   69.2, 8,   61.1, 8, 1021.6, 8, 1020.7, 8,   5.7, 8,   4.2, 7,   5.8, 999.9,   74.5*,  64.4 , 0.00I,999.9, 000000,
488250,99999, 20170127,   68.6, 8,   61.7, 8, 1020.0, 8, 1019.1, 8,   5.7, 8,   3.6, 8,   5.8, 999.9,   73.9*,  63.7 , 0.00I,999.9, 000000,
488250,99999, 20170128,   69.0, 8,   62.6, 8, 1014.5, 8, 1013.6, 8,   6.2, 8,   5.6, 8,   7.8, 999.9,   75.6*,  64.4*, 0.00I,999.9, 000000,
488250,99999, 20170129,   70.3, 8,   63.5, 8, 1015.4, 8, 1014.5, 8,   5.7, 8,   2.9, 8,   5.8, 999.9,   76.5*,  63.7 , 0.00I,999.9, 000000,
488250,99999, 20170130,   69.6, 8,   62.5, 8, 1017.3, 8, 1016.4, 8,   5.7, 8,   1.9, 8,   5.8, 999.9,   77.0*,  63.0*, 0.00I,999.9, 000000,
488250,99999, 20170131,   70.3, 8,   63.4, 8, 1017.9, 8, 1017.0, 8,   5.7, 8,   3.4, 8,   5.8, 999.9,   76.1*,  62.1 , 0.00I,999.9, 000000,
488250,99999, 20170201,   69.8, 8,   64.9, 8, 1020.1, 8, 1019.2, 8,   6.2, 8,   0.2, 8,   1.9, 999.9,   74.3*,  66.6*, 0.00I,999.9, 000000,
488250,99999, 20170202,   70.4, 8,   63.3, 8, 1019.7, 8, 1018.8, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   74.3*,  66.7 , 0.00I,999.9, 000000,
488250,99999, 20170203,   68.8, 8,   65.0, 8, 1016.4, 8, 1015.5, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   71.8*,  67.1*, 0.00G,999.9, 010000,
488250,99999, 20170204,   70.4, 8,   65.5, 8, 1013.7, 8, 1012.8, 8,   6.2, 8,   3.2, 8,   5.8, 999.9,   77.9*,  66.4 , 0.17G,999.9, 000000,
488250,99999, 20170205,   70.0, 8,   63.7, 8, 1013.1, 8, 1012.2, 8,   6.2, 8,   4.6, 8,   5.8, 999.9,   74.7*,  67.1*, 0.00G,999.9, 000000,
488250,99999, 20170206,   68.7, 8,   63.2, 8, 1012.6, 8, 1011.7, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   72.5*,  65.7 , 0.00I,999.9, 000000,
488250,99999, 20170207,   72.6, 8,   66.3, 8, 1012.2, 8, 1011.3, 8,   5.7, 8,   4.4, 8,   5.8, 999.9,   79.0*,  66.7 , 0.00I,999.9, 000000,
488250,99999, 20170208,   69.3, 8,   60.3, 8, 1016.2, 8, 1015.3, 8,   5.7, 8,   4.9, 8,   9.7, 999.9,   80.1 ,  63.0*, 0.01G,999.9, 010000,
