STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
488250,99999, 20120904,   83.5, 5,   73.9, 5, 1009.2, 4, 1008.6, 5,   6.2, 5,   3.9, 5,   5.8, 999.9,   90.1 ,  80.6*, 0.00G,999.9, 000000,
488250,99999, 20120905,   81.6, 8,   74.3, 8, 1010.8, 8, 1009.9, 8,   5.6, 8,   3.2, 8,   5.8, 999.9,   89.1 ,  77.0*, 0.12G,999.9, 010000,
488250,99999, 20120906,   79.5, 8,   76.2, 8, 1010.7, 8, 1009.8, 8,   5.7, 8,   3.6, 8,   5.8, 999.9,   82.4 ,  77.4 , 0.82G,999.9, 010000,
488250,99999, 20120907,   79.1, 8,   76.9, 8, 1011.2, 8, 1010.3, 8,   5.3, 8,   0.7, 8,   3.9, 999.9,   81.9 ,  77.0 , 0.52G,999.9, 010000,
488250,99999, 20120908,   80.2, 8,   76.9, 8, 1011.2, 8, 1010.3, 8,   7.0, 8,   1.2, 8,   3.9, 999.9,   86.7 ,  77.2 , 0.09G,999.9, 010000,
488250,99999, 20120909,   82.9, 8,   77.7, 8, 1009.6, 8, 1008.7, 8,   7.0, 8,   3.6, 8,   5.8, 999.9,   89.8 ,  76.6 , 0.00G,999.9, 000000,
488250,99999, 20120910,   84.4, 8,   77.0, 8, 1008.9, 8, 1008.0, 8,   6.2, 8,   2.9, 8,   5.8, 999.9,   92.1 ,  77.5 , 0.00G,999.9, 000000,
488250,99999, 20120911,   85.1, 8,   77.6, 8, 1008.2, 8, 1007.3, 8,   7.0, 8,   2.9, 8,   5.8, 999.9,   92.8 ,  79.2 , 0.00G,999.9, 000000,
488250,99999, 20120912,   85.8, 8,   76.4, 8, 1007.7, 8, 1006.8, 8,  10.9, 8,   3.2, 8,   5.8, 999.9,   93.2 ,  79.5 , 0.00G,999.9, 000000,
488250,99999, 20120913,   75.9, 8,   70.1, 8, 1010.8, 8, 1009.8, 8,   6.2, 8,   6.6, 8,  11.7, 999.9,   88.2 ,  71.6*, 0.00I,999.9, 000000,
488250,99999, 20120914,   75.1, 8,   65.3, 8, 1012.8, 8, 1011.9, 8,   7.8, 8,   2.9, 8,   7.8, 999.9,   78.8 ,  71.4 , 0.00G,999.9, 000000,
488250,99999, 20120915,   76.0, 8,   66.1, 8, 1011.7, 8, 1010.8, 8,   7.8, 8,   1.9, 8,   5.8, 999.9,   84.9 ,  70.7*, 0.00G,999.9, 000000,
488250,99999, 20120916,   80.1, 8,   69.7, 8, 1011.6, 8, 1010.7, 8,   8.5, 8,   2.2, 8,   5.8, 999.9,   89.1 ,  69.8 , 0.00G,999.9, 000000,
488250,99999, 20120917,   81.4, 8,   72.5, 8, 1011.0, 8, 1010.1, 8,   6.2, 8,   1.9, 8,   3.9, 999.9,   88.2 ,  73.0 , 0.00G,999.9, 000000,
488250,99999, 20120918,   82.2, 8,   73.3, 8, 1009.1, 8, 1008.2, 8,   6.2, 8,   2.7, 8,   3.9, 999.9,   88.7 ,  77.9 , 0.00G,999.9, 000000,
488250,99999, 20120919,   78.9, 8,   72.3, 8, 1009.5, 8, 1008.6, 8,   5.7, 8,   4.6, 8,   5.8, 999.9,   85.8 ,  74.7*, 0.00G,999.9, 010010,
488250,99999, 20120920,   77.4, 8,   73.6, 8, 1009.6, 8, 1008.7, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   82.9 ,  72.5 , 1.61G,999.9, 000000,
488250,99999, 20120921,   83.0, 8,   77.1, 8, 1008.2, 8, 1007.3, 8,   7.3, 8,   2.9, 8,   3.9, 999.9,   90.3 ,  75.6 , 0.03G,999.9, 000000,
488250,99999, 20120922,   84.7, 7,   77.2, 7, 1006.8, 7, 1005.9, 7,   6.6, 7,   3.6, 7,   7.8, 999.9,   92.7 ,  77.9 , 0.06G,999.9, 000000,
488250,99999, 20120923,   84.8, 8,   77.8, 8, 1005.5, 8, 1004.6, 8,   6.2, 8,   4.4, 8,   5.8, 999.9,   92.8 ,  78.6 , 0.00G,999.9, 000000,
488250,99999, 20120924,   84.4, 8,   77.9, 8, 1005.5, 8, 1004.6, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   91.9 ,  79.3*, 0.00G,999.9, 000000,
488250,99999, 20120925,   82.3, 8,   77.3, 8, 1008.9, 8, 1008.0, 8,   6.2, 8,   2.4, 8,   5.8, 999.9,   88.5 ,  77.9 , 0.02G,999.9, 000010,
488250,99999, 20120926,   81.5, 8,   76.5, 8, 1011.0, 8, 1010.1, 8,   7.8, 8,   1.7, 8,   3.9, 999.9,   87.6 ,  78.1 , 0.29G,999.9, 010000,
488250,99999, 20120927,   82.2, 8,   76.4, 8, 1011.0, 8, 1010.1, 8,   6.2, 8,   2.9, 8,   5.8, 999.9,   90.5 ,  77.9*, 0.28G,999.9, 010000,
488250,99999, 20120928,   83.4, 8,   70.9, 8, 1012.2, 8, 1011.3, 8,   6.2, 8,   2.9, 8,   7.8, 999.9,   89.1 ,  75.2 , 0.90G,999.9, 000000,
488250,99999, 20120929,   81.7, 8,   66.7, 8, 1012.9, 8, 1012.0, 8,   7.8, 8,   2.2, 8,   5.8, 999.9,   88.7 ,  75.2*, 0.00G,999.9, 000000,
488250,99999, 20120930,   79.9, 8,   63.4, 7, 1013.0, 8, 1012.1, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   88.2 ,  72.9 , 0.00G,999.9, 000000,
488250,99999, 20121001,   79.9, 8,   66.4, 8, 1013.3, 8, 1012.4, 8,   8.5, 8,   1.9, 8,   3.9, 999.9,   89.2 ,  71.1 , 0.00G,999.9, 000000,
488250,99999, 20121002,   80.8, 8,   70.5, 8, 1011.6, 8, 1010.7, 8,   5.7, 8,   2.4, 8,   5.8, 999.9,   89.4 ,  72.0 , 0.00G,999.9, 000000,
488250,99999, 20121003,   80.8, 8,   73.6, 8, 1008.1, 8, 1007.2, 8,   5.5, 8,   3.9, 8,   5.8, 999.9,   89.1 ,  75.7 , 0.00G,999.9, 010010,
488250,99999, 20121004,   78.9, 8,   74.4, 8, 1008.8, 8, 1007.9, 8,   6.2, 8,   2.4, 8,   5.8, 999.9,   84.2 ,  73.8 , 2.04G,999.9, 000000,
488250,99999, 20121005,   76.9, 8,   72.6, 8, 1012.5, 8, 1011.6, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,   80.6 ,  74.5*, 0.11G,999.9, 010000,
488250,99999, 20121006,   75.9, 8,   73.2, 8, 1014.8, 8, 1013.9, 8,   5.7, 8,   2.2, 8,   5.8, 999.9,   79.2 ,  73.9 , 0.24G,999.9, 010000,
488250,99999, 20121007,   78.5, 7,   72.7, 7, 1014.5, 7, 1013.6, 7,   6.2, 7,   1.1, 7,   3.9, 999.9,   86.7 ,  73.2 , 0.00G,999.9, 000000,
488250,99999, 20121008,   79.2, 8,   73.6, 8, 1013.6, 8, 1012.7, 8,   4.8, 8,   1.9, 8,   3.9, 999.9,   85.6 ,  74.1 , 0.00G,999.9, 000000,
488250,99999, 20121009,   81.5, 8,   74.0, 8, 1013.0, 8, 1012.1, 8,   5.7, 8,   1.7, 8,   3.9, 999.9,   89.6 ,  73.9 , 0.00G,999.9, 000000,
488250,99999, 20121010,   79.5, 8,   71.8, 8, 1013.4, 8, 1012.5, 8,   6.2, 8,   1.9, 8,   3.9, 999.9,   85.1 ,  75.6*, 0.01G,999.9, 010000,
488250,99999, 20121011,   80.2, 8,   72.1, 8, 1012.3, 8, 1011.4, 8,   5.7, 8,   2.7, 8,   5.8, 999.9,   89.1 ,  73.8 , 0.00G,999.9, 000000,
488250,99999, 20121012,   81.1, 8,   72.0, 8, 1011.7, 8, 1010.8, 8,   6.2, 8,   3.4, 8,   5.8, 999.9,   88.9 ,  74.5 , 0.00G,999.9, 000000,
488250,99999, 20121013,   81.6, 8,   72.5, 8, 1011.4, 8, 1010.5, 8,   5.7, 8,   3.6, 8,   5.8, 999.9,   89.1 ,  75.4 , 0.00G,999.9, 000000,
488250,99999, 20121014,   82.1, 8,   74.5, 8, 1011.9, 8, 1011.0, 8,   5.7, 8,   4.6, 8,   5.8, 999.9,   89.6 ,  75.9 , 0.00G,999.9, 000000,
488250,99999, 20121015,   81.3, 8,   72.3, 8, 1013.0, 8, 1012.1, 8,   6.2, 8,   5.6, 8,   7.8, 999.9,   89.2 ,  75.7*, 0.00G,999.9, 000000,
488250,99999, 20121016,   81.2, 8,   72.3, 8, 1013.8, 8, 1012.9, 8,   5.7, 8,   3.2, 8,   5.8, 999.9,   86.9 ,  74.7 , 0.00G,999.9, 000000,
488250,99999, 20121017,   76.5, 8,   68.0, 8, 1016.5, 8, 1015.6, 8,   6.2, 8,   4.9, 8,   7.8, 999.9,   81.9 ,  73.8*, 0.00G,999.9, 000000,
488250,99999, 20121018,   78.9, 8,   69.2, 8, 1014.7, 8, 1013.8, 8,   7.0, 8,   2.4, 8,   5.8, 999.9,   86.7 ,  72.9 , 0.00G,999.9, 000000,
488250,99999, 20121019,   81.0, 8,   73.3, 8, 1014.0, 8, 1013.2, 8,   5.7, 8,   1.5, 8,   3.9, 999.9,   89.1 ,  72.7 , 0.00G,999.9, 000000,
488250,99999, 20121020,   81.5, 8,   74.0, 8, 1014.0, 8, 1013.1, 8,   5.0, 8,   3.9, 8,   5.8, 999.9,   90.3 ,  73.8*, 0.00G,999.9, 010000,
488250,99999, 20121021,   81.0, 8,   73.7, 8, 1014.3, 8, 1013.4, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   90.1 ,  72.7 , 1.35G,999.9, 000000,
488250,99999, 20121022,   80.1, 8,   72.3, 8, 1015.0, 8, 1014.1, 8,   6.2, 8,   1.7, 8,   5.8, 999.9,   86.9 ,  75.2*, 0.00G,999.9, 000000,
488250,99999, 20121023,   80.7, 8,   71.4, 8, 1013.3, 8, 1012.4, 8,   6.2, 8,   1.5, 8,   3.9, 999.9,   89.6 ,  75.0*, 0.00G,999.9, 000000,
488250,99999, 20121024,   78.5, 8,   71.6, 8, 1012.9, 8, 1012.0, 8,   5.7, 8,   1.2, 8,   1.9, 999.9,   89.6 ,  73.8*, 0.00G,999.9, 000000,
488250,99999, 20121025,   80.0, 8,   72.5, 8, 1012.2, 8, 1011.3, 8,   6.2, 8,   1.5, 8,   3.9, 999.9,   88.9 ,  72.9 , 0.00G,999.9, 000000,
488250,99999, 20121026,   80.8, 7,   73.2, 7, 1012.1, 7, 1011.2, 7,   7.1, 7,   3.3, 7,   5.8, 999.9,   87.6 ,  74.3 , 0.00G,999.9, 000000,
488250,99999, 20121027,   79.3, 8,   71.7, 8, 1012.4, 8, 1011.5, 8,   6.2, 8,   3.6, 8,   5.8, 999.9,   90.0 ,  74.5*, 0.00G,999.9, 010000,
488250,99999, 20121028,   74.3, 8,   71.1, 8, 1009.6, 8, 1008.7, 8,   4.8, 8,   5.3, 8,   7.8, 999.9,   77.7 ,  72.3*, 1.14G,999.9, 010000,
488250,99999, 20121029,   76.7, 8,   71.0, 8, 1010.1, 8, 1009.1, 8,   6.2, 8,   2.2, 8,   5.8, 999.9,   82.4 ,  71.6 , 1.36G,999.9, 010000,
488250,99999, 20121030,   78.7, 8,   66.6, 8, 1013.9, 8, 1013.0, 8,   6.2, 8,   4.6, 8,   7.8, 999.9,   85.6 ,  72.5 , 0.00G,999.9, 000000,
488250,99999, 20121031,   74.6, 8,   56.2, 8, 1017.7, 8, 1016.8, 8,  11.7, 8,   3.9, 8,   7.8, 999.9,   83.3 ,  66.2*, 0.00G,999.9, 000000,
488250,99999, 20121101,   72.3, 8,   59.0, 8, 1015.4, 8, 1014.5, 8,   9.3, 8,   1.7, 8,   3.9, 999.9,   81.5 ,  65.1 , 0.00G,999.9, 000000,
488250,99999, 20121102,   74.4, 8,   64.2, 8, 1013.1, 8, 1012.1, 8,   8.1, 8,   2.2, 8,   5.8, 999.9,   81.9 ,  64.8 , 0.00G,999.9, 000000,
488250,99999, 20121103,   77.4, 8,   70.0, 8, 1012.8, 8, 1011.9, 8,   7.0, 8,   0.7, 8,   3.9, 999.9,   84.2 ,  70.7 , 0.00G,999.9, 010000,
488250,99999, 20121104,   74.6, 8,   66.0, 8, 1014.4, 8, 1013.5, 8,   6.2, 8,   3.9, 8,   5.8, 999.9,   80.2 ,  70.9*, 0.61G,999.9, 000000,
488250,99999, 20121105,   75.9, 8,   68.8, 8, 1014.2, 8, 1013.3, 8,   6.2, 8,   2.2, 8,   3.9, 999.9,   80.6 ,  70.2 , 0.00G,999.9, 000000,
488250,99999, 20121106,   76.6, 8,   71.2, 8, 1013.8, 8, 1012.9, 8,   5.7, 8,   1.7, 8,   3.9, 999.9,   81.5 ,  72.5 , 0.05G,999.9, 000000,
488250,99999, 20121107,   79.1, 8,   74.6, 8, 1010.9, 8, 1010.0, 8,   8.5, 8,   4.6, 8,   5.8, 999.9,   86.7 ,  73.0 , 0.00G,999.9, 000000,
488250,99999, 20121108,   81.0, 8,   75.9, 8, 1008.6, 8, 1007.7, 8,   7.8, 8,   6.3, 8,   7.8, 999.9,   89.6 ,  75.2 , 0.00G,999.9, 000000,
488250,99999, 20121109,   82.3, 8,   78.6, 8, 1009.0, 8, 1008.1, 8,   8.5, 8,   5.1, 8,   7.8, 999.9,   90.0 ,  75.7 , 0.00G,999.9, 000000,
488250,99999, 20121110,   82.4, 8,   77.4, 8, 1011.3, 8, 1010.4, 8,   7.8, 8,   5.1, 8,   7.8, 999.9,   92.3 ,  73.9*, 0.00G,999.9, 010000,
488250,99999, 20121111,   68.0, 8,   61.5, 8, 1018.4, 8, 1017.5, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   70.2 ,  66.6*, 0.29G,999.9, 010000,
488250,99999, 20121112,   72.2, 8,   62.3, 8, 1017.3, 8, 1016.4, 8,   6.2, 8,   1.7, 8,   3.9, 999.9,   78.8 ,  66.4 , 0.00G,999.9, 000000,
488250,99999, 20121113,   71.1, 8,   67.1, 8, 1015.4, 8, 1014.5, 8,   6.2, 8,   1.9, 8,   5.8, 999.9,   75.6 ,  68.2 , 0.00G,999.9, 010000,
488250,99999, 20121114,   76.0, 8,   70.8, 8, 1013.2, 8, 1012.3, 8,   6.5, 8,   0.7, 8,   1.9, 999.9,   80.2 ,  68.9 , 0.00G,999.9, 000000,
488250,99999, 20121115,   78.5, 8,   69.7, 8, 1014.5, 8, 1013.6, 8,   6.2, 8,   1.2, 8,   5.8, 999.9,   85.1 ,  73.8*, 0.08G,999.9, 010000,
488250,99999, 20121116,   76.6, 8,   66.6, 8, 1015.9, 8, 1015.0, 8,   9.6, 8,   3.9, 8,   9.7, 999.9,   84.0 ,  71.4*, 0.00G,999.9, 000000,
488250,99999, 20121117,   71.7, 8,   63.2, 7, 1016.7, 8, 1015.8, 8,   9.3, 8,   2.2, 8,   5.8, 999.9,   79.7 ,  65.8*, 0.00G,999.9, 000000,
488250,99999, 20121118,   73.5, 8,   63.8, 8, 1014.6, 8, 1013.7, 8,   7.0, 8,   3.9, 8,   5.8, 999.9,   80.8 ,  64.8 , 0.00G,999.9, 000000,
488250,99999, 20121119,   74.8, 8,   69.3, 8, 1014.2, 8, 1013.3, 8,   6.2, 8,   2.4, 8,   3.9, 999.9,   79.7 ,  69.8 , 0.00G,999.9, 000000,
488250,99999, 20121120,   78.2, 8,   72.4, 8, 1012.0, 8, 1011.1, 8,   7.3, 8,   4.1, 8,   5.8, 999.9,   85.3 ,  72.0 , 0.00G,999.9, 000000,
488250,99999, 20121121,   79.7, 8,   73.9, 8, 1009.2, 8, 1008.3, 8,   7.3, 8,   2.7, 8,   5.8, 999.9,   87.3 ,  73.2 , 0.00G,999.9, 000000,
488250,99999, 20121122,   82.6, 8,   76.8, 8, 1007.5, 8, 1006.6, 8,  10.9, 8,   2.7, 8,   5.8, 999.9,   90.5 ,  75.9 , 0.00G,999.9, 000000,
488250,99999, 20121123,   75.2, 8,   64.5, 8, 1012.8, 8, 1011.9, 8,   7.0, 8,   5.8, 8,   9.7, 999.9,   86.4 ,  68.0*, 0.00G,999.9, 010000,
488250,99999, 20121124,   66.7, 8,   60.6, 8, 1015.2, 8, 1014.3, 8,   5.3, 8,   2.2, 8,   3.9, 999.9,   67.8 ,  64.9*, 0.00G,999.9, 010000,
488250,99999, 20121125,   69.1, 8,   66.4, 8, 1013.1, 8, 1012.2, 8,   2.6, 8,   1.9, 8,   3.9, 999.9,   71.1 ,  64.4 , 0.02G,999.9, 010000,
488250,99999, 20121126,   65.4, 8,   58.6, 8, 1017.0, 8, 1016.1, 8,   6.2, 8,   4.6, 8,   9.7, 999.9,   72.1 ,  59.9*, 0.24G,999.9, 010000,
488250,99999, 20121127,   62.9, 8,   57.6, 8, 1016.2, 8, 1015.3, 8,   6.2, 8,   1.0, 8,   3.9, 999.9,   65.3 ,  58.8 , 0.71G,999.9, 010000,
488250,99999, 20121128,   63.8, 8,   62.0, 8, 1013.4, 8, 1012.5, 8,   5.7, 8,   2.2, 8,   3.9, 999.9,   65.3 ,  60.1 , 0.75G,999.9, 010000,
488250,99999, 20121129,   65.8, 8,   64.6, 8, 1013.0, 8, 1012.1, 8,   3.4, 8,   1.7, 8,   3.9, 999.9,   66.7*,  63.1 , 0.12G,999.9, 010000,
488250,99999, 20121130,   68.7, 8,   67.5, 8, 1011.2, 8, 1010.2, 8,   2.8, 8,   0.5, 8,   1.9, 999.9,   71.1 ,  65.3 , 0.00G,999.9, 010000,
488250,99999, 20121201,   69.6, 8,   67.2, 8, 1012.5, 8, 1011.6, 8,   3.0, 8,   3.4, 8,   9.7, 999.9,   77.7 ,  61.2*, 0.06G,999.9, 110000,
488250,99999, 20121202,   62.2, 8,   55.6, 8, 1016.8, 8, 1016.0, 8,   6.2, 8,   2.9, 8,   5.8, 999.9,   64.2 ,  58.6 , 0.19G,999.9, 010000,
488250,99999, 20121203,   63.7, 8,   60.4, 8, 1016.8, 8, 1015.9, 8,   6.2, 8,   2.7, 8,   3.9, 999.9,   65.7 ,  61.5 , 0.05G,999.9, 010000,
488250,99999, 20121204,   63.7, 8,   60.3, 8, 1014.5, 8, 1013.6, 8,   6.2, 8,   3.9, 8,   7.8, 999.9,   65.8 ,  61.9*, 0.00G,999.9, 010000,
488250,99999, 20121205,   65.0, 8,   59.1, 8, 1019.2, 8, 1018.3, 8,   6.2, 8,   1.7, 8,   5.8, 999.9,   69.8 ,  60.3 , 0.09G,999.9, 010000,
488250,99999, 20121206,   66.5, 8,   54.3, 8, 1016.4, 8, 1015.5, 8,   6.2, 8,   2.9, 8,   3.9, 999.9,   74.5 ,  59.9 , 0.00G,999.9, 000000,
488250,99999, 20121207,   65.1, 8,   59.2, 8, 1017.0, 8, 1016.1, 8,   6.2, 8,   1.9, 8,   3.9, 999.9,   68.4 ,  60.8 , 0.00G,999.9, 010000,
488250,99999, 20121208,   65.4, 8,   61.4, 8, 1015.9, 8, 1015.0, 8,   2.3, 8,   0.5, 8,   3.9, 999.9,   67.1 ,  61.7 , 0.00G,999.9, 010000,
488250,99999, 20121209,   67.8, 8,   63.8, 8, 1013.7, 8, 1012.8, 8,   5.3, 8,   0.0, 8, 999.9, 999.9,   70.7 ,  64.6 , 0.00G,999.9, 000000,
488250,99999, 20121210,   72.7, 8,   68.0, 8, 1012.6, 8, 1011.7, 8,   5.5, 8,   3.4, 8,   5.8, 999.9,   80.1 ,  66.4 , 0.00G,999.9, 000000,
488250,99999, 20121211,   65.9, 8,   58.3, 8, 1016.9, 8, 1016.0, 8,   5.7, 8,   2.9, 8,   7.8, 999.9,   69.4 ,  62.6*, 0.00G,999.9, 010000,
488250,99999, 20121212,   62.8, 8,   58.6, 8, 1017.9, 8, 1017.0, 8,   5.3, 8,   1.5, 8,   3.9, 999.9,   63.9*,  61.3*, 0.00G,999.9, 010000,
488250,99999, 20121213,   67.3, 8,   63.8, 8, 1016.3, 8, 1015.4, 8,   2.2, 8,   1.5, 8,   3.9, 999.9,   71.1 ,  62.4 , 0.00G,999.9, 010000,
488250,99999, 20121214,   71.5, 8,   68.2, 8, 1016.0, 8, 1015.1, 8,   5.4, 8,   1.7, 8,   5.8, 999.9,   78.8 ,  64.8 , 0.00G,999.9, 000000,
488250,99999, 20121215,   74.8, 8,   69.5, 8, 1012.5, 8, 1011.6, 8,   6.8, 8,   1.7, 8,   3.9, 999.9,   83.3 ,  68.7*, 0.00G,999.9, 000000,
488250,99999, 20121216,   74.8, 8,   68.9, 8, 1012.6, 8, 1011.7, 8,   5.0, 8,   2.7, 8,   5.8, 999.9,   84.4 ,  67.6 , 0.00G,999.9, 100000,
488250,99999, 20121217,   75.9, 8,   69.9, 8, 1012.7, 8, 1011.7, 8,   9.8, 8,   3.2, 8,   5.8, 999.9,   85.6 ,  68.4 , 0.00G,999.9, 000000,
488250,99999, 20121218,   67.6, 8,   54.3, 8, 1019.0, 8, 1018.1, 8,   9.6, 8,   6.3, 8,  11.7, 999.9,   72.7 ,  61.9*, 0.00G,999.9, 000000,
488250,99999, 20121219,   63.3, 8,   55.9, 8, 1015.7, 8, 1014.8, 8,   6.2, 8,   4.9, 8,   5.8, 999.9,   65.5 ,  60.6 , 0.00G,999.9, 000000,
488250,99999, 20121220,   63.7, 8,   62.3, 8, 1012.6, 8, 1011.7, 8,   3.9, 8,   3.2, 8,   3.9, 999.9,   65.3 ,  61.9*, 0.00G,999.9, 010000,
488250,99999, 20121221,   71.7, 8,   66.9, 7, 1013.9, 8, 1013.0, 8,   5.7, 8,   3.4, 8,   7.8, 999.9,   76.5*,  62.6 , 0.00G,999.9, 010000,
488250,99999, 20121222,   62.6, 8,   51.0, 8, 1020.2, 8, 1019.3, 8,   8.5, 8,   6.6, 8,   9.7, 999.9,   64.9 ,  59.7*, 0.00G,999.9, 010000,
488250,99999, 20121223,   60.7, 8,   42.7, 8, 1025.6, 8, 1024.7, 8,   7.8, 8,   3.2, 8,   7.8, 999.9,   63.1*,  58.1*, 0.00G,999.9, 000000,
488250,99999, 20121224,   60.1, 8,   46.0, 8, 1020.8, 8, 1019.8, 8,   7.8, 8,   1.9, 8,   5.8, 999.9,   67.1 ,  56.1*, 0.00G,999.9, 000000,
488250,99999, 20121225,   63.4, 8,   53.7, 8, 1017.5, 8, 1016.6, 8,   5.1, 8,   1.7, 8,   5.8, 999.9,   69.1 ,  55.2 , 0.00G,999.9, 000000,
488250,99999, 20121226,   62.4, 8,   59.5, 8, 1016.7, 8, 1015.8, 8,   3.9, 8,   2.9, 8,   3.9, 999.9,   64.0 ,  60.1 , 0.00G,999.9, 010000,
488250,99999, 20121227,   63.5, 8,   60.7, 8, 1015.5, 8, 1014.6, 8,   2.0, 8,   1.9, 8,   3.9, 999.9,   66.2 ,  59.9 , 0.03G,999.9, 010000,
488250,99999, 20121228,   63.3, 8,   61.8, 8, 1014.2, 8, 1013.3, 8,   3.3, 8,   0.5, 8,   3.9, 999.9,   67.5*,  59.9 , 0.01G,999.9, 010000,
488250,99999, 20121229,   63.4, 8,   55.6, 8, 1017.3, 8, 1016.4, 8,   3.5, 8,   5.8, 8,  11.7, 999.9,   68.7 ,  57.0*, 0.01G,999.9, 110000,
488250,99999, 20121230,   56.8, 8,   34.0, 8, 1024.6, 8, 1023.7, 8,   7.8, 8,   7.3, 8,   9.7, 999.9,   60.8 ,  54.1*, 0.00G,999.9, 000000,
488250,99999, 20121231,   56.0, 7,   36.5, 7, 1022.2, 7, 1021.3, 7,   8.0, 7,   2.5, 7,   5.8, 999.9,   58.1 ,  53.2 , 0.00G,999.9, 000000,
488250,99999, 20130101,   57.8, 8,   43.7, 8, 1019.4, 8, 1018.5, 8,   7.0, 8,   1.2, 8,   3.9, 999.9,   60.4 ,  54.5 , 0.00G,999.9, 000000,
488250,99999, 20130102,   58.7, 8,   52.6, 8, 1018.6, 8, 1017.7, 8,   5.3, 8,   1.9, 8,   3.9, 999.9,   61.2 ,  56.7 , 0.00G,999.9, 010000,
488250,99999, 20130103,   55.8, 8,   52.0, 8, 1022.9, 8, 1022.0, 8,   4.6, 8,   1.9, 8,   3.9, 999.9,   58.6 ,  51.8*, 0.18G,999.9, 010000,
488250,99999, 20130104,   51.4, 8,   47.1, 8, 1020.0, 8, 1019.1, 8,   7.9, 8,   4.4, 8,   5.8, 999.9,   53.4 ,  49.1*, 0.00G,999.9, 010000,
488250,99999, 20130105,   50.1, 8,   48.2, 8, 1018.9, 8, 1018.0, 8,   4.1, 8,   2.4, 8,   5.8, 999.9,   51.4*,  48.4 , 0.04G,999.9, 010000,
488250,99999, 20130106,   52.5, 8,   46.4, 8, 1019.6, 8, 1018.7, 8,   6.2, 8,   2.9, 8,   5.8, 999.9,   55.4 ,  48.4 , 0.07G,999.9, 010000,
488250,99999, 20130107,   52.5, 8,   50.1, 8, 1019.0, 8, 1018.1, 8,   3.9, 8,   2.2, 8,   3.9, 999.9,   54.5 ,  50.0 , 0.02G,999.9, 010000,
488250,99999, 20130108,   52.9, 8,   51.2, 8, 1019.4, 8, 1018.5, 8,   2.5, 8,   4.9, 8,   5.8, 999.9,   54.1 ,  51.1 , 0.04G,999.9, 010000,
488250,99999, 20130109,   55.8, 8,   47.5, 8, 1021.3, 8, 1020.4, 8,   7.0, 8,   2.9, 8,   7.8, 999.9,   59.7 ,  51.8 , 0.02G,999.9, 000000,
488250,99999, 20130110,   56.6, 8,   39.4, 8, 1020.9, 8, 1020.0, 8,   6.2, 8,   2.7, 8,   5.8, 999.9,   60.8 ,  54.3 , 0.00G,999.9, 000000,
488250,99999, 20130111,   54.3, 8,   42.2, 8, 1022.2, 8, 1021.3, 8,   6.2, 8,   4.6, 8,   7.8, 999.9,   55.8 ,  53.6 , 0.00G,999.9, 000000,
488250,99999, 20130112,   54.8, 8,   49.1, 8, 1020.8, 8, 1019.9, 8,   6.2, 8,   1.9, 8,   5.8, 999.9,   59.2 ,  51.1*, 0.06G,999.9, 010000,
488250,99999, 20130113,   57.2, 8,   49.9, 8, 1017.3, 8, 1016.4, 8,   7.3, 8,   2.7, 8,   5.8, 999.9,   63.3 ,  48.9 , 0.00G,999.9, 000000,
488250,99999, 20130114,   58.2, 8,   53.4, 8, 1018.4, 8, 1017.5, 8,   4.8, 8,   0.7, 8,   3.9, 999.9,   61.3 ,  53.4 , 0.00G,999.9, 010000,
488250,99999, 20130115,   58.8, 8,   57.4, 8, 1019.2, 8, 1018.3, 8,   1.2, 8,   0.2, 8,   1.9, 999.9,   59.5 ,  56.8 , 0.03G,999.9, 010000,
488250,99999, 20130116,   61.7, 8,   59.8, 8, 1019.5, 8, 1018.6, 8,   2.8, 8,   1.5, 8,   3.9, 999.9,   64.4 ,  58.1 , 0.04G,999.9, 010000,
488250,99999, 20130117,   59.9, 8,   57.0, 8, 1024.5, 8, 1023.6, 8,   5.7, 8,   2.9, 8,   5.8, 999.9,   62.2 ,  56.8*, 0.43G,999.9, 010000,
488250,99999, 20130118,   58.0, 8,   51.2, 8, 1024.8, 8, 1023.7, 8,   6.2, 8,   3.2, 8,   5.8, 999.9,   60.1 ,  56.5 , 0.04G,999.9, 000000,
488250,99999, 20130119,   60.0, 8,   56.4, 8, 1019.4, 8, 1018.4, 8,   3.9, 8,   1.7, 8,   3.9, 999.9,   64.4 ,  54.9 , 0.00G,999.9, 000000,
488250,99999, 20130120,   63.9, 8,   59.7, 8, 1017.6, 8, 1016.7, 8,   3.9, 8,   0.2, 8,   1.9, 999.9,   68.5 ,  57.9 , 0.00G,999.9, 000000,
488250,99999, 20130121,   67.9, 8,   63.7, 8, 1018.3, 8, 1017.4, 8,   6.2, 8,   3.2, 8,   3.9, 999.9,   73.2 ,  62.2 , 0.00G,999.9, 000000,
